,driver,year,GP,fp1,fp1+,fp2,fp2+,fp3,fp3+,q1,q1+,q2,q2+,q3,q3+,r
631,Grosjean,2017,Monaco,75.321,1.8960000000000008,74.022,1.3020000000000067,74.547,2.152000000000001,73.786,0.7079999999999984,73.203,0.9720000000000084,73.349,1.1710000000000065,8.0
632,Magnussen,2017,Monaco,74.87,1.4450000000000074,73.89,1.1700000000000017,73.596,1.2010000000000076,73.531,0.45300000000000296,73.959,1.7280000000000086,,,10.0
633,Alonso,2017,Monaco,,,,,,,,,,,,,
634,Vandoorne,2017,Monaco,74.813,1.3880000000000052,73.946,1.225999999999999,73.805,1.4100000000000108,73.476,0.39799999999999613,73.249,1.0180000000000007,,,16.0
635,Palmer,2017,Monaco,75.949,2.524000000000001,75.616,2.896000000000001,75.164,2.7690000000000055,74.696,1.617999999999995,,,,,11.0
636,Wehrlein,2017,Monaco,76.258,2.8329999999999984,75.695,2.9749999999999943,75.291,2.896000000000001,75.159,2.081000000000003,,,,,19.0
637,Kvyat,2017,Monaco,74.111,0.686000000000007,73.331,0.6110000000000042,73.563,1.1680000000000064,73.899,0.820999999999998,73.516,1.2850000000000108,,,14.0
638,Ericsson,2017,Monaco,,,75.691,2.9710000000000036,75.863,3.4680000000000035,75.276,2.1979999999999933,,,,,17.0
639,Gasly,2017,Monaco,,,,,,,,,,,,,
640,Giovinazzi,2017,Monaco,,,,,,,,,,,,,
641,Hartley,2017,Monaco,,,,,,,,,,,,,
642,Hamilton,2017,Canada,73.809,0.0,73.15,0.2150000000000034,72.926,0.3539999999999992,72.69200000000001,0.007000000000005002,72.496,0.0,71.459,0.0,1.0
643,Vettel,2017,Canada,74.007,0.1980000000000075,73.2,0.26500000000000057,72.572,0.0,73.04599999999999,0.36099999999999,72.749,0.2530000000000001,71.789,0.3299999999999983,4.0
644,Bottas,2017,Canada,74.04599999999999,0.23699999999999477,73.31,0.375,73.21000000000001,0.6380000000000052,72.685,0.0,72.563,0.06700000000000728,72.17699999999999,0.7179999999999893,2.0
645,RÃ¤ikkÃ¶nen,2017,Canada,74.23,0.4210000000000065,72.935,0.0,72.864,0.2920000000000016,73.548,0.8629999999999995,72.58,0.08400000000000318,72.252,0.7929999999999922,7.0
646,Ricciardo,2017,Canada,75.441,1.632000000000005,75.072,2.1370000000000005,73.545,0.972999999999999,73.543,0.8580000000000041,72.81,0.31400000000000716,72.557,1.097999999999999,3.0
647,Verstappen,2017,Canada,74.861,1.0520000000000067,73.388,0.45300000000000296,72.965,0.3930000000000007,73.17699999999999,0.4919999999999902,72.751,0.25500000000000966,72.403,0.9440000000000026,18.0
648,Perez,2017,Canada,74.578,0.7690000000000055,74.501,1.5660000000000025,73.956,1.3840000000000003,73.47,0.7849999999999966,73.262,0.7660000000000053,73.018,1.5589999999999975,5.0
649,Ocon,2017,Canada,74.785,0.9759999999999991,74.299,1.3640000000000043,73.635,1.0630000000000024,73.52,0.8349999999999937,73.32,0.8239999999999981,73.135,1.676000000000002,6.0
650,Sainz,2017,Canada,,,74.621,1.6859999999999928,73.667,1.0949999999999989,74.051,1.3659999999999997,73.756,1.2600000000000051,,,20.0
651,Hulkenberg,2017,Canada,76.473,2.6640000000000015,74.604,1.668999999999997,73.493,0.9209999999999923,73.804,1.1189999999999998,73.406,0.9100000000000108,73.271,1.8119999999999976,8.0
652,Massa,2017,Canada,75.106,1.296999999999997,74.063,1.1280000000000001,73.527,0.9549999999999983,73.435,0.75,73.012,0.5160000000000053,72.858,1.399000000000001,19.0
653,Stroll,2017,Canada,76.313,2.504000000000005,75.24,2.3049999999999926,74.409,1.8370000000000033,74.209,1.524000000000001,,,,,9.0
654,Grosjean,2017,Canada,76.345,2.5360000000000014,74.566,1.6310000000000002,73.994,1.421999999999997,73.78,1.0949999999999989,73.839,1.3430000000000035,,,10.0
655,Magnussen,2017,Canada,76.233,2.4240000000000066,74.676,1.7409999999999997,74.392,1.8199999999999932,74.318,1.6329999999999956,,,,,12.0
656,Alonso,2017,Canada,76.521,2.7120000000000033,74.245,1.3100000000000023,73.885,1.3130000000000024,73.669,0.9839999999999947,73.693,1.1970000000000027,,,16.0
657,Vandoorne,2017,Canada,75.943,2.1340000000000003,75.624,2.688999999999993,74.228,1.6559999999999917,74.182,1.4969999999999999,,,,,14.0
658,Palmer,2017,Canada,77.004,3.1950000000000074,75.127,2.191999999999993,74.102,1.5300000000000011,73.99,1.3049999999999926,74.293,1.7970000000000113,,,11.0
659,Wehrlein,2017,Canada,77.606,3.796999999999997,76.30799999999999,3.3729999999999905,74.965,2.3930000000000007,74.81,2.125,,,,,15.0
660,Kvyat,2017,Canada,75.658,1.8490000000000038,74.461,1.5259999999999962,73.788,1.215999999999994,73.80199999999999,1.1169999999999902,73.69,1.1940000000000026,,,17.0
661,Ericsson,2017,Canada,76.805,2.9960000000000093,75.611,2.676000000000002,74.883,2.310999999999993,74.495,1.8100000000000023,,,,,13.0
662,Gasly,2017,Canada,,,,,,,,,,,,,
663,Giovinazzi,2017,Canada,,,,,,,,,,,,,
664,Hartley,2017,Canada,,,,,,,,,,,,,
665,Hamilton,2017,Azerbaijan,105.497,1.0870000000000033,104.525,1.163000000000011,103.158,0.416000000000011,101.983,0.0,101.275,0.0,100.593,0.0,5.0
666,Vettel,2017,Azerbaijan,104.967,0.5570000000000022,103.61500000000001,0.2530000000000143,104.344,1.6020000000000039,102.952,0.9689999999999941,101.911,0.6359999999999957,101.84100000000001,1.2480000000000047,4.0
667,Bottas,2017,Azerbaijan,105.737,1.3269999999999982,103.462,0.10000000000000853,102.74199999999999,0.0,103.02600000000001,1.0430000000000064,101.50200000000001,0.22700000000000387,101.027,0.4339999999999975,2.0
668,RÃ¤ikkÃ¶nen,2017,Azerbaijan,106.0,1.5900000000000034,103.489,0.12700000000000955,102.837,0.09500000000001307,102.678,0.6949999999999932,102.09,0.8149999999999977,101.693,1.0999999999999943,14.0
669,Ricciardo,2017,Azerbaijan,104.88,0.46999999999999886,103.473,0.1110000000000042,103.287,0.5450000000000159,102.857,0.8739999999999952,102.215,0.9399999999999977,103.414,2.820999999999998,1.0
670,Verstappen,2017,Azerbaijan,104.41,0.0,103.362,0.0,103.614,0.8720000000000141,102.544,0.5609999999999928,101.961,0.6859999999999928,101.87899999999999,1.2859999999999872,18.0
671,Perez,2017,Azerbaijan,105.398,0.9879999999999995,104.306,0.9440000000000026,104.138,1.396000000000015,103.162,1.179000000000002,102.467,1.191999999999993,102.11099999999999,1.5179999999999865,15.0
672,Ocon,2017,Azerbaijan,105.75200000000001,1.342000000000013,104.48400000000001,1.122000000000014,103.344,0.6020000000000039,103.051,1.0679999999999978,102.751,1.475999999999999,102.186,1.5930000000000035,6.0
673,Sainz,2017,Azerbaijan,107.501,3.091000000000008,105.733,2.3710000000000093,104.40100000000001,1.6590000000000202,103.489,1.5060000000000002,103.34700000000001,2.0720000000000027,,,8.0
674,Hulkenberg,2017,Azerbaijan,107.217,2.807000000000002,106.003,2.6410000000000053,104.312,1.5700000000000074,103.93,1.9470000000000027,104.267,2.9919999999999902,,,17.0
675,Massa,2017,Azerbaijan,105.968,1.558000000000007,104.60900000000001,1.247000000000014,103.738,0.9960000000000093,103.16499999999999,1.181999999999988,102.735,1.4599999999999937,102.798,2.2049999999999983,16.0
676,Stroll,2017,Azerbaijan,106.649,2.2390000000000043,104.113,0.7510000000000048,104.03999999999999,1.2980000000000018,103.613,1.6299999999999955,102.28399999999999,1.0089999999999861,102.753,2.1599999999999966,3.0
677,Grosjean,2017,Azerbaijan,106.837,2.4270000000000067,107.72200000000001,4.360000000000014,105.491,2.7490000000000094,104.468,2.4849999999999994,,,,,13.0
678,Magnussen,2017,Azerbaijan,106.721,2.311000000000007,105.831,2.4690000000000083,104.926,2.1840000000000117,104.029,2.0459999999999923,103.79599999999999,2.5209999999999866,,,7.0
679,Alonso,2017,Azerbaijan,107.551,3.1410000000000053,105.515,2.153000000000006,104.741,1.9990000000000094,104.334,2.350999999999999,,,,,9.0
680,Vandoorne,2017,Azerbaijan,107.446,3.0360000000000014,106.174,2.812000000000012,105.143,2.4010000000000105,105.03,3.046999999999997,,,,,12.0
681,Palmer,2017,Azerbaijan,108.525,4.115000000000009,106.061,2.6990000000000123,113.03999999999999,10.298000000000002,,,,,,,20.0
682,Wehrlein,2017,Azerbaijan,109.048,4.638000000000005,107.15,3.788000000000011,105.72200000000001,2.980000000000018,104.31700000000001,2.334000000000003,104.60300000000001,3.328000000000003,,,10.0
683,Kvyat,2017,Azerbaijan,106.61699999999999,2.2069999999999936,104.321,0.9590000000000032,103.908,1.166000000000011,102.92699999999999,0.9439999999999884,103.186,1.9110000000000014,,,19.0
684,Ericsson,2017,Azerbaijan,109.937,5.527000000000001,107.34700000000001,3.9850000000000136,105.64500000000001,2.90300000000002,104.795,2.8119999999999976,,,,,11.0
685,Gasly,2017,Azerbaijan,,,,,,,,,,,,,
686,Giovinazzi,2017,Azerbaijan,,,,,,,,,,,,,
687,Hartley,2017,Azerbaijan,,,,,,,,,,,,,
688,Hamilton,2017,Austria,65.975,0.0,65.483,0.0,65.361,0.26900000000000546,65.064,0.0,64.8,0.48399999999999466,64.424,0.17300000000000182,4.0
689,Vettel,2017,Austria,66.424,0.4490000000000123,65.63,0.14699999999999136,65.092,0.0,65.585,0.5210000000000008,64.772,0.45600000000000307,64.293,0.04200000000000159,2.0
690,Bottas,2017,Austria,66.345,0.37000000000000455,65.699,0.21599999999999397,65.515,0.4230000000000018,65.76,0.6960000000000122,64.316,0.0,64.251,0.0,1.0
691,RÃ¤ikkÃ¶nen,2017,Austria,66.848,0.8730000000000047,66.144,0.6610000000000014,65.611,0.5190000000000055,65.148,0.08400000000000318,65.004,0.6880000000000024,64.779,0.5279999999999916,5.0
692,Ricciardo,2017,Austria,66.62,0.6450000000000102,65.873,0.39000000000000057,65.896,0.804000000000002,65.854,0.7900000000000063,65.161,0.8449999999999989,64.896,0.644999999999996,3.0
693,Verstappen,2017,Austria,66.165,0.19000000000001194,65.832,0.34899999999998954,65.784,0.6920000000000073,65.779,0.7150000000000034,64.94800000000001,0.632000000000005,64.983,0.7319999999999993,20.0
694,Perez,2017,Austria,,,67.509,2.0259999999999962,66.875,1.7830000000000013,65.975,0.9110000000000014,65.435,1.1189999999999998,65.605,1.3539999999999992,7.0
695,Ocon,2017,Austria,67.511,1.5360000000000014,66.849,1.3659999999999997,66.374,1.2819999999999965,66.033,0.9690000000000083,65.55,1.2339999999999947,65.674,1.4230000000000018,8.0
696,Sainz,2017,Austria,67.633,1.6580000000000013,67.1,1.6169999999999902,66.284,1.1920000000000073,65.675,0.6110000000000042,65.544,1.2279999999999944,65.726,1.4749999999999943,17.0
697,Hulkenberg,2017,Austria,,,66.735,1.2519999999999953,66.563,1.4710000000000036,66.174,1.1100000000000136,65.597,1.2809999999999917,,,13.0
698,Massa,2017,Austria,67.55,1.5750000000000028,67.065,1.5819999999999936,66.865,1.7729999999999961,66.534,1.470000000000013,,,,,9.0
699,Stroll,2017,Austria,68.041,2.0660000000000025,67.468,1.9849999999999994,66.776,1.6839999999999975,66.608,1.5440000000000111,,,,,10.0
700,Grosjean,2017,Austria,68.074,2.0990000000000038,66.763,1.2800000000000011,66.015,0.9230000000000018,65.902,0.8380000000000081,65.319,1.0030000000000001,65.48,1.2289999999999992,6.0
701,Magnussen,2017,Austria,67.594,1.6189999999999998,66.591,1.1079999999999899,65.936,0.8440000000000083,66.143,1.0790000000000077,,,,,18.0
702,Alonso,2017,Austria,67.51,1.5350000000000108,66.732,1.2489999999999952,66.599,1.507000000000005,66.158,1.0940000000000083,65.602,1.2860000000000014,,,19.0
703,Vandoorne,2017,Austria,67.283,1.308000000000007,66.859,1.3759999999999906,66.578,1.4860000000000042,66.316,1.2520000000000095,65.741,1.4249999999999972,,,12.0
704,Palmer,2017,Austria,67.649,1.6740000000000066,67.623,2.1400000000000006,66.595,1.5030000000000001,66.345,1.281000000000006,,,,,11.0
705,Wehrlein,2017,Austria,69.32300000000001,3.348000000000013,68.782,3.2989999999999924,67.468,2.3760000000000048,67.011,1.9470000000000027,,,,,14.0
706,Kvyat,2017,Austria,67.437,1.4620000000000033,66.906,1.4230000000000018,66.279,1.1869999999999976,65.99,0.9260000000000019,65.884,1.5679999999999978,,,16.0
707,Ericsson,2017,Austria,70.853,4.878,68.87,3.3870000000000005,67.378,2.2860000000000014,66.857,1.7930000000000064,,,,,15.0
708,Gasly,2017,Austria,,,,,,,,,,,,,
709,Giovinazzi,2017,Austria,,,,,,,,,,,,,
710,Hartley,2017,Austria,,,,,,,,,,,,,
711,Hamilton,2017,Great Britain,89.184,0.07800000000000296,88.543,0.047000000000011255,88.063,0.0,99.069,1.4710000000000036,87.893,0.0,86.6,0.0,1.0
712,Vettel,2017,Great Britain,90.517,1.4110000000000014,88.956,0.46000000000000796,88.095,0.031999999999996476,99.962,2.3640000000000043,88.97800000000001,1.085000000000008,87.356,0.7560000000000002,7.0
713,Bottas,2017,Great Britain,89.106,0.0,88.496,0.0,88.137,0.07399999999999807,99.69800000000001,2.1000000000000085,88.732,0.8389999999999986,87.376,0.7760000000000105,2.0
714,RÃ¤ikkÃ¶nen,2017,Great Britain,90.137,1.031000000000006,88.828,0.33200000000000784,88.732,0.6689999999999969,100.455,2.8569999999999993,88.992,1.0990000000000038,87.14699999999999,0.546999999999997,3.0
715,Ricciardo,2017,Great Britain,89.94200000000001,0.8360000000000127,89.586,1.0900000000000034,89.612,1.5489999999999924,102.96600000000001,5.368000000000009,,,,,5.0
716,Verstappen,2017,Great Britain,89.604,0.49800000000000466,89.098,0.6020000000000039,89.904,1.840999999999994,98.912,1.3140000000000072,89.431,1.5379999999999967,88.13,1.5300000000000011,4.0
717,Perez,2017,Great Britain,91.297,2.1910000000000025,90.624,2.128,90.416,2.3529999999999944,102.009,4.411000000000001,89.824,1.9309999999999974,88.902,2.3020000000000067,9.0
718,Ocon,2017,Great Britain,91.21000000000001,2.1040000000000134,90.383,1.8870000000000005,90.172,2.1089999999999947,99.738,2.1400000000000006,89.701,1.8079999999999927,89.074,2.4740000000000038,8.0
719,Sainz,2017,Great Britain,91.2,2.0940000000000083,90.555,2.0590000000000117,90.515,2.451999999999998,101.114,3.5160000000000053,91.368,3.4749999999999943,,,19.0
720,Hulkenberg,2017,Great Britain,92.17099999999999,3.0649999999999977,89.936,1.440000000000012,89.48,1.4170000000000016,99.201,1.6029999999999944,89.34,1.4470000000000027,88.856,2.2560000000000002,6.0
721,Massa,2017,Great Britain,90.999,1.8930000000000007,90.006,1.5100000000000051,89.959,1.8960000000000008,101.874,4.275999999999996,91.482,3.5889999999999986,,,10.0
722,Stroll,2017,Great Britain,91.684,2.578000000000003,90.695,2.198999999999998,91.358,3.2950000000000017,102.57300000000001,4.9750000000000085,,,,,16.0
723,Grosjean,2017,Great Britain,91.61,2.504000000000005,90.661,2.1650000000000063,89.819,1.7560000000000002,102.042,4.444000000000003,89.96600000000001,2.0730000000000075,89.549,2.9490000000000123,13.0
724,Magnussen,2017,Great Britain,,,90.83500000000001,2.339000000000013,90.27,2.2069999999999936,102.577,4.978999999999999,,,,,12.0
725,Alonso,2017,Great Britain,90.993,1.8870000000000005,90.238,1.7420000000000044,90.138,2.075000000000003,97.598,0.0,90.6,2.7069999999999936,,,18.0
726,Vandoorne,2017,Great Britain,91.041,1.9350000000000023,90.782,2.2860000000000014,90.088,2.0249999999999915,100.011,2.4129999999999967,90.105,2.2120000000000033,89.418,2.818000000000012,11.0
727,Palmer,2017,Great Britain,92.45,3.3440000000000083,90.879,2.3830000000000098,90.30199999999999,2.23899999999999,101.404,3.8059999999999974,90.193,2.299999999999997,,,20.0
728,Wehrlein,2017,Great Britain,93.029,3.923000000000002,91.929,3.433000000000007,90.621,2.5579999999999927,102.593,4.9950000000000045,,,,,17.0
729,Kvyat,2017,Great Britain,90.895,1.7890000000000015,90.562,2.0660000000000025,90.504,2.4410000000000025,101.726,4.128,90.355,2.4620000000000033,,,15.0
730,Ericsson,2017,Great Britain,93.399,4.293000000000006,91.616,3.1200000000000045,90.63,2.566999999999993,102.63300000000001,5.035000000000011,,,,,14.0
731,Gasly,2017,Great Britain,,,,,,,,,,,,,
732,Giovinazzi,2017,Great Britain,92.031,2.9250000000000114,,,,,,,,,,,
733,Hartley,2017,Great Britain,,,,,,,,,,,,,
734,Hamilton,2017,Hungary,78.858,0.3719999999999999,78.779,0.32399999999999807,78.434,1.4170000000000016,77.492,0.24800000000000466,76.693,0.0,76.707,0.4309999999999974,4.0
735,Vettel,2017,Hungary,79.563,1.0769999999999982,78.638,0.18300000000000693,77.017,0.0,77.244,0.0,76.80199999999999,0.10899999999999466,76.276,0.0,1.0
736,Bottas,2017,Hungary,79.248,0.7620000000000005,78.656,0.20100000000000762,77.914,0.8970000000000056,78.05799999999999,0.813999999999993,77.362,0.6689999999999969,76.53,0.2540000000000049,3.0
737,RÃ¤ikkÃ¶nen,2017,Hungary,78.72,0.23399999999999466,78.755,0.29999999999999716,77.492,0.4750000000000085,77.364,0.12000000000000455,77.207,0.5139999999999958,76.444,0.16800000000000637,2.0
738,Ricciardo,2017,Hungary,78.486,0.0,78.455,0.0,78.714,1.6970000000000027,77.702,0.4579999999999984,77.69800000000001,1.0050000000000097,76.818,0.5420000000000016,20.0
739,Verstappen,2017,Hungary,79.162,0.6760000000000019,78.951,0.4959999999999951,78.194,1.1770000000000067,77.26599999999999,0.02199999999999136,77.02799999999999,0.33499999999999375,76.797,0.5210000000000008,5.0
740,Perez,2017,Hungary,80.574,2.087999999999994,80.26599999999999,1.8109999999999928,79.60900000000001,2.592000000000013,79.095,1.850999999999999,78.639,1.945999999999998,,,8.0
741,Ocon,2017,Hungary,,,80.126,1.6710000000000065,79.352,2.335000000000008,78.843,1.5990000000000038,78.495,1.8020000000000067,,,9.0
742,Sainz,2017,Hungary,80.917,2.4309999999999974,79.834,1.3790000000000049,79.3,2.2830000000000013,78.94800000000001,1.7040000000000077,78.311,1.6180000000000092,78.912,2.63600000000001,7.0
743,Hulkenberg,2017,Hungary,80.15,1.6640000000000015,79.714,1.2590000000000003,78.699,1.6820000000000022,78.137,0.8930000000000007,77.655,0.9620000000000033,77.468,1.1920000000000073,17.0
744,Massa,2017,Hungary,80.53999999999999,2.053999999999988,80.869,2.4140000000000015,80.255,3.2379999999999995,,,,,,,
745,Stroll,2017,Hungary,80.974,2.4879999999999995,80.791,2.3359999999999985,80.379,3.362000000000009,79.102,1.858000000000004,,,,,14.0
746,Grosjean,2017,Hungary,81.313,2.826999999999998,81.504,3.0490000000000066,79.622,2.605000000000004,79.08500000000001,1.8410000000000082,78.771,2.078000000000003,,,19.0
747,Magnussen,2017,Hungary,,,81.345,2.8900000000000006,79.895,2.878,79.095,1.850999999999999,,,,,13.0
748,Alonso,2017,Hungary,79.987,1.5009999999999906,79.815,1.3599999999999994,78.884,1.8670000000000044,78.395,1.1509999999999962,77.919,1.225999999999999,77.549,1.2730000000000103,6.0
749,Vandoorne,2017,Hungary,80.005,1.5189999999999912,79.90899999999999,1.4539999999999935,78.638,1.6210000000000093,78.479,1.2349999999999994,78.0,1.3070000000000022,77.894,1.6180000000000092,10.0
750,Palmer,2017,Hungary,80.461,1.9749999999999943,81.175,2.719999999999999,78.956,1.9390000000000072,78.699,1.4549999999999983,78.41499999999999,1.7219999999999942,,,12.0
751,Wehrlein,2017,Hungary,82.49,4.003999999999991,81.72200000000001,3.26700000000001,80.446,3.429000000000002,79.839,2.594999999999999,,,,,15.0
752,Kvyat,2017,Hungary,80.78,2.293999999999997,80.577,2.122,79.455,2.4380000000000024,78.702,1.4579999999999984,78.538,1.8449999999999989,,,11.0
753,Ericsson,2017,Hungary,81.785,3.2989999999999924,81.559,3.103999999999999,80.748,3.7310000000000088,79.97200000000001,2.7280000000000086,,,,,16.0
754,Gasly,2017,Hungary,,,,,,,,,,,,,
755,Giovinazzi,2017,Hungary,82.251,3.7650000000000006,,,,,,,,,,,
756,Hartley,2017,Hungary,,,,,,,,,,,,,
757,Hamilton,2017,Belgium,105.555,0.05299999999999727,104.753,0.0,104.114,0.1980000000000075,104.184,0.0,102.92699999999999,0.0,102.553,0.0,1.0
758,Vettel,2017,Belgium,105.64699999999999,0.1449999999999818,105.235,0.4819999999999993,104.113,0.19700000000000273,104.275,0.09100000000000819,103.987,1.0600000000000023,102.795,0.24200000000000443,2.0
759,Bottas,2017,Belgium,106.424,0.921999999999997,105.18,0.4270000000000067,105.22999999999999,1.313999999999993,104.773,0.5889999999999986,103.249,0.32200000000000273,103.094,0.5409999999999968,5.0
760,RÃ¤ikkÃ¶nen,2017,Belgium,105.50200000000001,0.0,105.015,0.26200000000000045,103.916,0.0,104.729,0.5450000000000017,103.7,0.7730000000000103,103.27000000000001,0.717000000000013,4.0
761,Ricciardo,2017,Belgium,106.352,0.8499999999999943,106.072,1.3190000000000026,105.286,1.3700000000000045,105.114,0.9300000000000068,104.22399999999999,1.296999999999997,103.863,1.3100000000000023,3.0
762,Verstappen,2017,Belgium,106.30199999999999,0.799999999999983,105.225,0.4719999999999942,105.03399999999999,1.117999999999995,104.535,0.3509999999999991,103.94,1.0130000000000052,103.38,0.8269999999999982,19.0
763,Perez,2017,Belgium,108.452,2.9499999999999886,106.98400000000001,2.2310000000000088,105.857,1.9410000000000025,105.59100000000001,1.4070000000000107,104.894,1.967000000000013,105.244,2.6910000000000025,17.0
764,Ocon,2017,Belgium,107.67,2.167999999999992,106.473,1.7199999999999989,106.179,2.2630000000000052,105.277,1.0930000000000035,105.006,2.0790000000000077,105.369,2.8160000000000025,9.0
765,Sainz,2017,Belgium,107.446,1.9439999999999884,106.561,1.808000000000007,105.94200000000001,2.0260000000000105,105.374,1.1899999999999977,105.439,2.5120000000000005,,,10.0
766,Hulkenberg,2017,Belgium,108.037,2.5349999999999966,106.441,1.6880000000000024,106.064,2.147999999999996,105.28,1.0960000000000036,104.988,2.061000000000007,104.982,2.429000000000002,6.0
767,Massa,2017,Belgium,,,,,106.667,2.7510000000000048,105.82300000000001,1.63900000000001,,,,,8.0
768,Stroll,2017,Belgium,108.541,3.0389999999999873,107.86099999999999,3.10799999999999,106.62,2.7040000000000077,106.91499999999999,2.7309999999999945,,,,,11.0
769,Grosjean,2017,Belgium,108.626,3.1239999999999952,107.285,2.5319999999999965,106.196,2.280000000000001,105.72800000000001,1.5440000000000111,105.13300000000001,2.2060000000000173,,,7.0
770,Magnussen,2017,Belgium,108.61500000000001,3.1129999999999995,107.556,2.8029999999999973,106.69,2.774000000000001,105.535,1.350999999999999,105.4,2.473000000000013,,,15.0
771,Alonso,2017,Belgium,108.25200000000001,2.75,106.743,1.9899999999999949,106.06,2.1440000000000055,105.668,1.4840000000000089,105.09,2.163000000000011,,,18.0
772,Vandoorne,2017,Belgium,107.86500000000001,2.3629999999999995,107.303,2.549999999999997,106.3,2.3840000000000003,105.441,1.257000000000005,,,,,14.0
773,Palmer,2017,Belgium,107.93,2.4279999999999973,106.67,1.9170000000000016,105.491,1.5750000000000028,105.447,1.2630000000000052,104.685,1.7580000000000098,,,13.0
774,Wehrlein,2017,Belgium,111.263,5.760999999999996,109.725,4.971999999999994,108.29599999999999,4.3799999999999955,107.679,3.4950000000000045,,,,,20.0
775,Kvyat,2017,Belgium,107.851,2.3489999999999895,107.45,2.6970000000000027,107.90299999999999,3.9869999999999948,106.02799999999999,1.843999999999994,,,,,12.0
776,Ericsson,2017,Belgium,110.16,4.657999999999987,109.214,4.4609999999999985,108.3,4.384,107.214,3.030000000000001,,,,,16.0
777,Gasly,2017,Belgium,,,,,,,,,,,,,
778,Giovinazzi,2017,Belgium,,,,,,,,,,,,,
779,Hartley,2017,Belgium,,,,,,,,,,,,,
780,Hamilton,2017,Italy,81.537,0.0,81.462,0.055999999999997385,,,96.009,0.29299999999999216,94.66,0.0,95.554,0.0,1.0
781,Vettel,2017,Italy,82.652,1.1149999999999949,81.54599999999999,0.13999999999998636,,,97.19800000000001,1.4819999999999993,96.223,1.5630000000000024,98.064,2.509999999999991,3.0
782,Bottas,2017,Italy,81.97200000000001,0.4350000000000023,81.406,0.0,,,95.71600000000001,0.0,95.396,0.7360000000000042,97.833,2.2789999999999964,2.0
783,RÃ¤ikkÃ¶nen,2017,Italy,82.689,1.1519999999999868,81.804,0.39799999999999613,,,98.235,2.5189999999999912,97.031,2.3710000000000093,97.987,2.4329999999999927,5.0
784,Ricciardo,2017,Italy,82.742,1.2049999999999983,82.752,1.3459999999999894,,,98.304,2.587999999999994,97.313,2.653000000000006,96.84100000000001,1.2870000000000061,4.0
785,Verstappen,2017,Italy,82.749,1.211999999999989,82.40899999999999,1.002999999999986,,,97.344,1.627999999999986,96.113,1.453000000000003,96.702,1.1479999999999961,10.0
786,Perez,2017,Italy,83.31700000000001,1.7800000000000011,83.352,1.945999999999998,,,98.511,2.7949999999999875,97.582,2.921999999999997,,,9.0
787,Ocon,2017,Italy,83.4,1.8629999999999995,82.977,1.570999999999998,,,98.775,3.0589999999999975,97.58,2.9200000000000017,97.719,2.164999999999992,6.0
788,Sainz,2017,Italy,83.68,2.1430000000000007,83.15,1.7439999999999998,101.515,0.855000000000004,99.788,4.0719999999999885,98.52600000000001,3.866000000000014,,,14.0
789,Hulkenberg,2017,Italy,84.542,3.0049999999999955,83.27199999999999,1.8659999999999854,101.491,0.8310000000000031,99.24199999999999,3.525999999999982,98.059,3.399000000000001,,,13.0
790,Massa,2017,Italy,83.561,2.024000000000001,82.985,1.5789999999999935,100.66,0.0,98.338,2.6219999999999857,97.456,2.7960000000000065,98.251,2.6970000000000027,8.0
791,Stroll,2017,Italy,83.991,2.4539999999999935,83.40299999999999,1.9969999999999857,100.888,0.22800000000000864,97.65299999999999,1.9369999999999834,97.00200000000001,2.342000000000013,97.032,1.4779999999999944,7.0
792,Grosjean,2017,Italy,84.07900000000001,2.5420000000000016,83.56700000000001,2.1610000000000014,,,103.35499999999999,7.638999999999982,,,,,15.0
793,Magnussen,2017,Italy,83.973,2.435999999999993,83.65,2.2439999999999998,,,100.489,4.772999999999996,,,,,11.0
794,Alonso,2017,Italy,84.015,2.4779999999999944,82.968,1.5619999999999976,,,99.134,3.417999999999992,98.202,3.5420000000000016,,,17.0
795,Vandoorne,2017,Italy,83.465,1.9279999999999973,82.947,1.5409999999999968,,,98.767,3.0509999999999877,97.471,2.811000000000007,99.157,3.6029999999999944,19.0
796,Palmer,2017,Italy,85.166,3.6289999999999907,83.31700000000001,1.9110000000000014,104.369,3.709000000000003,100.646,4.929999999999993,,,,,20.0
797,Wehrlein,2017,Italy,85.223,3.685999999999993,85.295,3.888999999999996,,,101.875,6.158999999999992,,,,,16.0
798,Kvyat,2017,Italy,84.012,2.4749999999999943,84.253,2.846999999999994,105.033,4.373000000000005,99.18299999999999,3.4669999999999845,98.245,3.585000000000008,,,12.0
799,Ericsson,2017,Italy,85.687,4.1499999999999915,84.894,3.4879999999999995,104.701,4.040999999999997,101.732,6.015999999999991,,,,,18.0
800,Gasly,2017,Italy,,,,,,,,,,,,,
801,Giovinazzi,2017,Italy,,,,,,,,,,,,,
802,Hartley,2017,Italy,,,,,,,,,,,,,
803,Hamilton,2017,Singapore,102.904,0.41499999999999204,101.555,0.703000000000003,101.971,0.1419999999999959,102.455,0.4450000000000074,100.577,0.24500000000000455,100.126,0.6350000000000051,1.0
804,Vettel,2017,Singapore,102.598,0.10899999999999466,103.104,2.2519999999999953,101.90100000000001,0.07200000000000273,103.336,1.3260000000000076,100.529,0.19700000000000273,99.491,0.0,18.0
805,Bottas,2017,Singapore,103.434,0.9449999999999932,102.104,1.2519999999999953,102.592,0.762999999999991,103.137,1.1270000000000095,101.40899999999999,1.0769999999999982,100.81,1.3190000000000026,3.0
